query_product,model,reranking,rank,recommended_product,similarity_score,final_score,rating,sold,trust_score,is_mall
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",TF-IDF,no,2,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,0.2138,0.2983,5.0,7,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",TF-IDF,no,3,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.2134,0.3033,4.89,196,0.85,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",TF-IDF,no,4,Điện thoại vivo Y28 (8GB+256GB) - Chính hãng - 1 Đổi 1 tháng đầu tiên - Bảo hành 12 tháng,0.2127,0.2866,5.0,0,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",TF-IDF,no,5,Điện thoại vivo Y28 (8GB+128GB) - Chính hãng - 1 Đổi 1 tháng đầu tiên - Bảo hành 12 tháng,0.2126,0.2865,5.0,0,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",TF-IDF,yes,1,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,0.3054,0.3943,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",TF-IDF,yes,2,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.2134,0.3033,4.89,196,0.85,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",TF-IDF,yes,3,Điện thoại thông minh Xiaomi 15 Ultra (16+512GB) | Camera Leica | Ống kính tele 200MP | Xiaomi HyperAI,0.2106,0.3018,5.0,191,0.85,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",TF-IDF,yes,4,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,0.2138,0.2983,5.0,7,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",TF-IDF,yes,5,Điện thoại vivo Y28 (8GB+256GB) - Chính hãng - 1 Đổi 1 tháng đầu tiên - Bảo hành 12 tháng,0.2127,0.2866,5.0,0,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",SBERT,no,1,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,0.7992,0.8881,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",SBERT,no,2,"[New] REDMI Pad 2 Pro 5G | Màn hình 12,1"" 2,5K siêu rõ nét | Hình ảnh mượt mà với tần số quét lên đến 120Hz | Pin 12.000mAh (typ) dung lượng lớn | Bộ xử lý 4nm tiên tiến với 5G",0.6978,0.7718,5.0,13,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",SBERT,no,3,Điện thoại di động giá rẻ S23 Ultra Full HD 7.3Inch Điện Thoại Di Động Bộ Nhớ Lớn 16+1T Hai Thẻ Sim Camera HD 48+100MP Pin 8000mAh điện thoại chính hãng giá rẻ,0.6676,0.7204,5.0,0,0.5,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",SBERT,no,4,"Điện thoại 0p_po A9 (2020) 8GB/256GB nguyên zin đẹp keng Full chức năng kèm ốp lưng, cường lực BH 06 tháng",0.6532,0.7062,5.0,12,0.5,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",SBERT,no,5,Điện thoại F11 (6/128gb) Đen,0.65,0.7028,5.0,0,0.5,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",SBERT,yes,1,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,0.7992,0.8881,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",SBERT,yes,2,"[New] REDMI Pad 2 Pro 5G | Màn hình 12,1"" 2,5K siêu rõ nét | Hình ảnh mượt mà với tần số quét lên đến 120Hz | Pin 12.000mAh (typ) dung lượng lớn | Bộ xử lý 4nm tiên tiến với 5G",0.6978,0.7718,5.0,13,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",SBERT,yes,3,Điện thoại di động giá rẻ S23 Ultra Full HD 7.3Inch Điện Thoại Di Động Bộ Nhớ Lớn 16+1T Hai Thẻ Sim Camera HD 48+100MP Pin 8000mAh điện thoại chính hãng giá rẻ,0.6676,0.7204,5.0,0,0.5,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",SBERT,yes,4,iPhone 13 - Hàng Chính Hãng VN/A,0.5595,0.7095,4.89,6500,1.0,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",SBERT,yes,5,"Điện thoại 0p_po A9 (2020) 8GB/256GB nguyên zin đẹp keng Full chức năng kèm ốp lưng, cường lực BH 06 tháng",0.6532,0.7062,5.0,12,0.5,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",PhoBERT,no,1,"Xiaomi 15T | Thiết kế thân máy bo tròn thanh lịch | Màn hình 6.83"" bảo vệ mắt cùng tần số quét 120Hz | Xiaomi HyperAI | Sạc nhanh HyperCharge 67W | Pin bền bỉ 5500mAh (typ)",0.9302,1.0043,5.0,34,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",PhoBERT,no,2,"Xiaomi 15T Pro | Ống kính tele Leica 5x Pro, Chụp ảnh Spotlight | Thiết kế thân máy bo tròn thanh lịch | Màn hình 6.83"" bảo vệ mắt cùng tần số quét 144Hz | Sạc nhanh HyperCharge: 90W có dây, 50W không dây | Xiaomi HyperAl",0.9243,0.9984,5.0,28,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",PhoBERT,no,3,"[New] REDMI Pad 2 Pro 5G | Màn hình 12,1"" 2,5K siêu rõ nét | Hình ảnh mượt mà với tần số quét lên đến 120Hz | Pin 12.000mAh (typ) dung lượng lớn | Bộ xử lý 4nm tiên tiến với 5G",0.9221,0.9961,5.0,13,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",PhoBERT,no,4,[ƯU ĐÃI MỞ BÁN] Điện thoại di động Tecno Camon 30S 8GB/256GB - Helio G100 | 5000mAh | Sạc nhanh 33W | Hàng chính hãng,0.9196,0.9724,5.0,0,0.5,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",PhoBERT,no,5,[TV Mới] Xiaomi TV A Pro 55'' 2026 | Màn hình QLED 4K độ sáng cao với công nghệ làm mượt chuyển động | Tần số quét 120Hz khi bật chế độ Game Boost qua HDMI | Bề mặt kim loại bắt mắt với thiết kế khung viền siêu mỏng,0.9189,1.0024,4.82,141,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",PhoBERT,yes,1,"Vòng đeo tay thông minh Xiaomi Smart Band 9 Active | Màn hình TFT 1,47'', tần số quét cao 60Hz | Thời lượng pin lên đến 18 ngày, khả năng chống nước 5ATM* | Theo dõi giấc ngủ và sức khỏe toàn diện nâng cấp*",0.9189,1.0064,4.89,436,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",PhoBERT,yes,2,"Xiaomi 15T | Thiết kế thân máy bo tròn thanh lịch | Màn hình 6.83"" bảo vệ mắt cùng tần số quét 120Hz | Xiaomi HyperAI | Sạc nhanh HyperCharge 67W | Pin bền bỉ 5500mAh (typ)",0.9302,1.0043,5.0,34,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",PhoBERT,yes,3,[TV Mới] Xiaomi TV A Pro 55'' 2026 | Màn hình QLED 4K độ sáng cao với công nghệ làm mượt chuyển động | Tần số quét 120Hz khi bật chế độ Game Boost qua HDMI | Bề mặt kim loại bắt mắt với thiết kế khung viền siêu mỏng,0.9189,1.0024,4.82,141,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",PhoBERT,yes,4,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.9098,0.9997,4.89,196,0.85,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",PhoBERT,yes,5,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,0.9106,0.9995,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-SBERT,no,1,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,0.9834,1.0723,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-SBERT,no,2,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,0.9239,1.0084,5.0,7,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-SBERT,no,3,"[New] REDMI Pad 2 Pro 5G | Màn hình 12,1"" 2,5K siêu rõ nét | Hình ảnh mượt mà với tần số quét lên đến 120Hz | Pin 12.000mAh (typ) dung lượng lớn | Bộ xử lý 4nm tiên tiến với 5G",0.9239,0.9979,5.0,13,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-SBERT,no,4,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,0.8692,0.9278,5.0,69,0.55,0
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-SBERT,no,5,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.8688,0.9587,4.89,196,0.85,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-SBERT,yes,1,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,0.9834,1.0723,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-SBERT,yes,2,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,0.9239,1.0084,5.0,7,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-SBERT,yes,3,"[New] REDMI Pad 2 Pro 5G | Màn hình 12,1"" 2,5K siêu rõ nét | Hình ảnh mượt mà với tần số quét lên đến 120Hz | Pin 12.000mAh (typ) dung lượng lớn | Bộ xử lý 4nm tiên tiến với 5G",0.9239,0.9979,5.0,13,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-SBERT,yes,4,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.8688,0.9587,4.89,196,0.85,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-SBERT,yes,5,Máy tính bảng Xiaomi Pad 8 Pro (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8 Elite,0.8577,0.9316,5.0,0,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-PhoBERT,no,1,"Xiaomi 15T | Thiết kế thân máy bo tròn thanh lịch | Màn hình 6.83"" bảo vệ mắt cùng tần số quét 120Hz | Xiaomi HyperAI | Sạc nhanh HyperCharge 67W | Pin bền bỉ 5500mAh (typ)",0.9255,0.9996,5.0,34,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-PhoBERT,no,2,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,0.9255,1.0144,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-PhoBERT,no,3,"[New] REDMI Pad 2 Pro 5G | Màn hình 12,1"" 2,5K siêu rõ nét | Hình ảnh mượt mà với tần số quét lên đến 120Hz | Pin 12.000mAh (typ) dung lượng lớn | Bộ xử lý 4nm tiên tiến với 5G",0.9161,0.9901,5.0,13,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-PhoBERT,no,4,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,0.9111,0.9956,5.0,7,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-PhoBERT,no,5,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.8971,0.987,4.89,196,0.85,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-PhoBERT,yes,1,Điện thoại thông minh POCO X8 PRO| Pin cực lớn 6500mAh(typ) sạc nhanh 100W| Màn hình AMOLED 1.5K 120Hz,0.9255,1.0144,4.94,406,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-PhoBERT,yes,2,"Xiaomi 15T | Thiết kế thân máy bo tròn thanh lịch | Màn hình 6.83"" bảo vệ mắt cùng tần số quét 120Hz | Xiaomi HyperAI | Sạc nhanh HyperCharge 67W | Pin bền bỉ 5500mAh (typ)",0.9255,0.9996,5.0,34,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-PhoBERT,yes,3,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,0.9111,0.9956,5.0,7,0.8,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-PhoBERT,yes,4,"[New] REDMI Pad 2 Pro 5G | Màn hình 12,1"" 2,5K siêu rõ nét | Hình ảnh mượt mà với tần số quét lên đến 120Hz | Pin 12.000mAh (typ) dung lượng lớn | Bộ xử lý 4nm tiên tiến với 5G",0.9161,0.9901,5.0,13,0.7,1
"POCO C85 | Pin khủng 6000mAh (typ) | Lên đến 22 giờ xem video | Màn hình lớn 6.9""sống động | Tốc độ làm mới cao lên đến 120Hz | Sạc nhanh 33W | Pin đạt 50% sau 31 phút sạc | Vi xử lý tám nhân mạnh mẽ | Camera kép AI 50MP sắc nét",Hybrid-PhoBERT,yes,5,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,0.8971,0.987,4.89,196,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,TF-IDF,no,1,Điện thoại Apple iPhone 16 - Hàng Chính Hãng VN/A,0.2756,0.3699,4.93,883,0.85,1
Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,TF-IDF,no,2,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,0.2716,0.3302,5.0,69,0.55,0
